rain;economy;agri
222;1,1;16,664
143,5;1,1;16,664
260,9;1,1;16,664
189,5;1,1;16,664
112,4;1,1;16,664
260,9;1,1;16,664
160,4;1,1;16,664
189,8;1,1;16,664
136,7;1,1;16,664
15,8;1,1;16,664
199,4;1,1;16,664
204,7;1,1;16,664
54,7;1,1;16,664
204,7;1,1;16,664
230,2;1,1;16,664
12,9;1,1;16,664
146,4;1,1;16,664
146,4;1,1;16,664
146,4;1,1;16,664
222;1,1;16,664
143,5;1,1;16,664
174,8;1,1;16,664
171,7;1,1;16,664
119,5;1,1;16,664
130,3;1,1;16,664
119,5;1,1;16,664
190,9;1,1;16,664
190,9;1,1;16,664
119,5;1,1;16,664
0;1,1;16,664
179,1;1,1;16,664
199,4;1,1;16,664
199,4;1,1;16,664
223;1,1;16,664
204,7;1,1;16,664
204,7;1,1;16,664
192,7;1,1;16,664
196,4;1,1;16,664
94,1;1,1;16,664
118;1,1;16,664
84,2;1,1;16,664
129,5;1,1;16,664
115,2;1,1;16,664
139,5;1,1;16,664
22,7;1,1;16,664
32,1;1,1;16,664
22,3;1,1;16,664
31;1,1;16,664
119,5;1,1;16,664
136,7;1,1;16,664
166,9;1,1;16,664
119,5;1,1;16,664
230,2;1,1;16,664
241,2;1,1;16,664
230,2;1,1;16,664
130,5;1,1;16,664
128;1,1;16,664
121,5;1,1;16,664
116,1;1,1;16,664
110,6;1,1;16,664
110,6;1,1;16,664
241,2;1,1;16,664
150,9;1,1;16,664
97,9;1,1;16,664
97,9;1,1;16,664
97,9;1,1;16,664
93;1,1;16,664
72,8;1,1;16,664
98,4;1,1;16,664
102;1,1;16,664
112,4;1,1;16,664
85,8;1,1;16,664
112,4;1,1;16,664
85,8;1,1;16,664
119,5;1,1;16,664
98;1,1;16,664
94,1;1,1;16,664
113,2;1,1;16,664
150;1,1;16,664
150;1,1;16,664
150;1,1;16,664
150;1,1;16,664
141,1;1,1;16,664
230,1;1,1;16,664
166,9;1,1;16,664
166,9;1,1;16,664
190,9;1,1;16,664
190,9;1,1;16,664
190,9;1,1;16,664
190,9;1,1;16,664
171,7;1,1;16,664
113,2;1,1;16,664
113,2;1,1;16,664
100,2;1,1;16,664
100,2;1,1;16,664
100,2;1,1;16,664
100,2;1,1;16,664
113,2;1,1;16,664
100,2;1,1;16,664
146,4;1,1;16,664
146,4;1,1;16,664
242,6;1,1;16,664
242,6;1,1;16,664
242,6;1,1;16,664
247,6;1,1;16,664
247,6;1,1;16,664
247,6;1,1;16,664
236,8;1,1;16,664
194,9;1,1;16,664
230,2;1,1;16,664
218,1;1,1;16,664
218,1;1,1;16,664
230,2;1,1;16,664
230,2;1,1;16,664
218,1;1,1;16,664
218,1;1,1;16,664
218,1;1,1;16,664
67,8;1,1;16,664
146,4;1,1;16,664
15,8;1,1;16,664
127,4;1,1;16,664
115,2;1,1;16,664
146,4;1,1;16,664
102,3;1,1;16,664
23,2;1,1;16,664
242,6;1,1;16,664
242,6;1,1;16,664
135,8;1,1;16,664
22,3;1,1;16,664
160,4;1,1;16,664
110,7;1,1;16,664
102,3;1,1;16,664
119,5;1,1;16,664
22,7;1,1;16,664
32,1;1,1;16,664
115,2;1,1;16,664
166,9;1,1;16,664
171,7;1,1;16,664
113,2;1,1;16,664
135,8;1,1;16,664
105,9;1,1;16,664
171,7;1,1;16,664
102,3;1,1;16,664
93;1,1;16,664
128,7;1,1;16,664
72,8;1,1;16,664
171,7;1,1;16,664
6,1;1,1;16,664
199,4;1,1;16,664
161,7;1,1;16,664
199,4;1,1;16,664
204,7;1,1;16,664
171,1;1,1;16,664
116,1;1,1;16,664
77,3;1,1;16,664
194,9;1,1;16,664
194,9;1,1;16,664
196,4;1,1;16,664
196,4;1,1;16,664
23,2;1,1;16,664
15,8;1,1;16,664
31,5;1,1;16,664
102,3;1,1;16,664
6,1;1,1;16,664
15,8;1,1;16,664
190,9;1,1;16,664
222;1,1;16,664
139,5;1,1;16,664
121,5;1,1;16,664
150,9;1,1;16,664
6,3;1,1;16,664
13;1,1;16,664
35,8;1,1;16,664
113,2;1,1;16,664
29,1;5,49;3,26
59,4;5,49;3,26
2,5;5,49;3,26
0,9;5,49;3,26
4,5;5,49;3,26
1;5,49;3,26
3,5;5,49;3,26
3,5;5,49;3,26
1;5,49;3,26
1;5,49;3,26
163,1;3,28;8,903
176,8;3,28;8,903
188,9;3,28;8,903
188,9;3,28;8,903
150,2;3,28;8,903
150,2;3,28;8,903
150,2;3,28;8,903
150,2;3,28;8,903
150,2;3,28;8,903
77,6;3,28;8,903
198,8;3,28;8,903
163,1;3,28;8,903
198,8;3,28;8,903
40,1;3,28;8,903
56,5;3,28;8,903
146,1;3,28;8,903
110,2;3,28;8,903
45,8;3,28;8,903
81,3;3,28;8,903
65,7;3,28;8,903
5,4;3,28;8,903
3,2;3,28;8,903
163,1;3,28;8,903
33,3;3,28;8,903
150,2;3,28;8,903
51,5;3,28;8,903
198,8;3,28;8,903
65,4;3,28;8,903
56,5;3,28;8,903
111,6;3,28;8,903
127,1;3,28;8,903
100,6;3,28;8,903
65,7;3,28;8,903
336,6;-1,56;69,225
435;-1,56;69,225
375,9;-1,56;69,225
435;-1,56;69,225
72,3;-1,56;69,225
412,6;-1,56;69,225
272;-1,56;69,225
136,1;-1,56;69,225
316,9;-1,56;69,225
417,9;-1,56;69,225
260,6;-1,56;69,225
451,5;-1,56;69,225
98,6;-1,56;69,225
537,3;-1,56;69,225
123;-1,56;69,225
447,5;-1,56;69,225
761,3;-1,56;69,225
243,8;-1,56;69,225
761;-1,56;69,225
348,6;-1,56;69,225
232,1;-1,56;69,225
178,8;-1,56;69,225
530,8;-1,56;69,225
178,8;-1,56;69,225
617,3;-1,56;69,225
530,8;-1,56;69,225
277;-1,56;69,225
617,3;-1,56;69,225
198,5;-1,56;69,225
537,3;-1,56;69,225
397,7;-1,56;69,225
761;-1,56;69,225
437,7;-1,56;69,225
617,3;-1,56;69,225
412,6;-1,56;69,225
66,8;-1,56;69,225
686,4;-1,56;69,225
353,1;-1,56;69,225
412,6;-1,56;69,225
437,7;-1,56;69,225
417,9;-1,56;69,225
491,9;-1,56;69,225
417,9;-1,56;69,225
353,1;-1,56;69,225
437,7;-1,56;69,225
761,3;-1,56;69,225
437,7;-1,56;69,225
551,2;-1,56;69,225
74;-1,56;69,225
167,1;-1,56;69,225
166,8;-1,56;69,225
130,1;-1,56;69,225
94,1;-1,56;69,225
627,7;-1,56;69,225
537,3;-1,56;69,225
167,1;-1,56;69,225
761,3;-1,56;69,225
435;-1,56;69,225
65,5;-1,56;69,225
45,5;-1,56;69,225
437,7;-1,56;69,225
627,7;-1,56;69,225
492,1;-1,56;69,225
587,7;-1,56;69,225
669,5;-1,56;69,225
617,3;-1,56;69,225
425,8;-1,56;69,225
527;-1,56;69,225
527;-1,56;69,225
761,3;-1,56;69,225
669,5;-1,56;69,225
761,3;-1,56;69,225
627,7;-1,56;69,225
761;-1,56;69,225
669,5;-1,56;69,225
114,1;-1,56;69,225
761,3;-1,56;69,225
130,1;-1,56;69,225
551,2;-1,56;69,225
130,1;-1,56;69,225
596,3;-1,56;69,225
398,9;-1,56;69,225
417,9;-1,56;69,225
417,9;-1,56;69,225
435;-1,56;69,225
537,3;-1,56;69,225
201,4;-1,56;69,225
201,4;-1,56;69,225
372,8;-1,56;69,225
537,3;-1,56;69,225
529,7;-1,56;69,225
530,8;-1,56;69,225
435;-1,56;69,225
551,2;-1,56;69,225
94,5;-1,56;69,225
94,5;-1,56;69,225
131,8;-1,56;69,225
375,9;-1,56;69,225
109;-1,56;69,225
186,7;-1,56;69,225
223,8;-1,56;69,225
141,4;-1,56;69,225
100,4;-1,56;69,225
100,4;-1,56;69,225
186,7;-1,56;69,225
109;-1,56;69,225
141,4;-1,56;69,225
527;-1,56;69,225
551,2;-1,56;69,225
474,4;-1,56;69,225
353,1;-1,56;69,225
551,2;-1,56;69,225
425,8;-1,56;69,225
437,7;-1,56;69,225
436;-1,56;69,225
669,5;-1,56;69,225
51,4;5,44;60,163
70,6;5,44;60,163
223,2;5,44;60,163
266,8;5,44;60,163
223,2;5,44;60,163
317,4;5,44;60,163
223,2;5,44;60,163
258,8;5,44;60,163
199;5,44;60,163
199;5,44;60,163
191,4;5,44;60,163
266,8;5,44;60,163
256,2;5,44;60,163
191,4;5,44;60,163
258,8;5,44;60,163
223,2;5,44;60,163
258,8;5,44;60,163
223,2;5,44;60,163
191,4;5,44;60,163
191,4;5,44;60,163
191,4;5,44;60,163
319,7;5,44;60,163
191,4;5,44;60,163
290,2;5,44;60,163
258,8;5,44;60,163
290,2;5,44;60,163
191,4;5,44;60,163
155,3;5,44;60,163
223,2;5,44;60,163
51,4;5,44;60,163
73,5;5,44;60,163
42,9;5,44;60,163
51,4;5,44;60,163
256,2;5,44;60,163
266,8;5,44;60,163
32,8;5,44;60,163
51,4;5,44;60,163
51,4;5,44;60,163
319,7;5,44;60,163
83,5;5,44;60,163
70,6;5,44;60,163
305,9;5,44;60,163
266,8;5,44;60,163
223,2;5,44;60,163
223,2;5,44;60,163
266,8;5,44;60,163
51,4;5,44;60,163
305,9;5,44;60,163
258,8;5,44;60,163
45,2;5,44;60,163
184,2;5,44;60,163
87,5;5,44;60,163
42,9;5,44;60,163
70,6;5,44;60,163
156,7;5,44;60,163
40,5;5,44;60,163
42,9;5,44;60,163
156,7;5,44;60,163
42,9;5,44;60,163
223,2;5,44;60,163
87,5;5,44;60,163
93,5;5,44;60,163
223,2;5,44;60,163
258,8;5,44;60,163
156,7;5,44;60,163
70,6;5,44;60,163
155,3;5,44;60,163
119;5,44;60,163
136,5;5,44;60,163
136,5;5,44;60,163
156,7;5,44;60,163
226,8;5,44;60,163
136,5;5,44;60,163
191,4;5,44;60,163
135,2;5,44;60,163
223,2;5,44;60,163
191,4;5,44;60,163
223,2;5,44;60,163
258,8;5,44;60,163
87,5;5,44;60,163
40,5;5,44;60,163
32,8;5,44;60,163
40,5;5,44;60,163
40,5;5,44;60,163
42,9;5,44;60,163
40,5;5,44;60,163
51,4;5,44;60,163
32,8;5,44;60,163
42,9;5,44;60,163
42,9;5,44;60,163
226,8;5,44;60,163
51,4;5,44;60,163
156,7;5,44;60,163
258,8;5,44;60,163
305,9;5,44;60,163
51,4;5,44;60,163
51,4;5,44;60,163
51,4;5,44;60,163
40,5;5,44;60,163
327,6;5,1;16,721
84,1;5,1;16,721
327,6;5,1;16,721
304,8;5,1;16,721
327,6;5,1;16,721
364,1;5,1;16,721
243,8;5,1;16,721
281,5;5,1;16,721
386,8;5,1;16,721
429,7;5,1;16,721
175;5,1;16,721
364,6;5,1;16,721
327,6;5,1;16,721
237,8;5,1;16,721
198,1;5,1;16,721
260,9;5,1;16,721
492;5,1;16,721
295,2;5,1;16,721
611,8;5,1;16,721
434,4;5,1;16,721
38,4;5,1;16,721
158,7;5,1;16,721
492;5,1;16,721
50;5,1;16,721
304,8;5,1;16,721
295,2;5,1;16,721
368,4;5,1;16,721
364,1;5,1;16,721
353,8;5,1;16,721
327,6;5,1;16,721
295,1;5,1;16,721
547,2;5,1;16,721
29,4;5,1;16,721
17;5,1;16,721
324;5,1;16,721
75,6;5,1;16,721
324;5,1;16,721
314,7;5,1;16,721
287;5,1;16,721
287,5;5,1;16,721
314,7;5,1;16,721
75,6;5,1;16,721
45;5,1;16,721
113,9;5,1;16,721
161,8;5,1;16,721
158,7;5,1;16,721
29,1;5,1;16,721
113,9;5,1;16,721
429,7;5,1;16,721
243,8;5,1;16,721
287,5;5,1;16,721
295,1;5,1;16,721
287,5;5,1;16,721
295,1;5,1;16,721
385,4;5,1;16,721
547,2;5,1;16,721
547,2;5,1;16,721
474,8;5,1;16,721
547,2;5,1;16,721
547,2;5,1;16,721
429,7;5,1;16,721
113,9;5,1;16,721
127,1;5,1;16,721
429,7;5,1;16,721
364,6;5,1;16,721
364,6;5,1;16,721
611,8;5,1;16,721
456,9;5,1;16,721
75,6;5,1;16,721
75,6;5,1;16,721
113,9;5,1;16,721
178,7;5,1;16,721
611,8;5,1;16,721
601,2;5,1;16,721
611,8;5,1;16,721
611,8;5,1;16,721
178,7;5,1;16,721
108;5,1;16,721
611,8;5,1;16,721
314,7;5,1;16,721
519,3;5,1;16,721
519,3;5,1;16,721
178,7;5,1;16,721
611,8;5,1;16,721
295,2;5,1;16,721
314,7;5,1;16,721
611,8;5,1;16,721
216,2;5,1;16,721
474,8;5,1;16,721
287,5;5,1;16,721
75,6;5,1;16,721
302,3;5,1;16,721
327,6;5,1;16,721
187,3;5,1;16,721
327,6;5,1;16,721
547,2;5,1;16,721
50,8;5,1;16,721
364,6;5,1;16,721
364,6;5,1;16,721
364,6;5,1;16,721
519,3;5,1;16,721
178,7;5,1;16,721
245,7;5,1;16,721
361,4;5,1;16,721
295,1;5,1;16,721
324;5,1;16,721
295,1;5,1;16,721
364,1;5,1;16,721
364,1;5,1;16,721
295,1;5,1;16,721
5;5,1;16,721
299,2;5,1;16,721
302,3;5,1;16,721
302,3;5,1;16,721
364,6;5,1;16,721
327,6;5,1;16,721
327,6;5,1;16,721
444,9;5,1;16,721
434,4;5,1;16,721
275,1;5,1;16,721
228,8;5,1;16,721
181,2;5,1;16,721
219,3;5,1;16,721
183,9;5,1;16,721
254,9;5,1;16,721
114,8;5,1;16,721
154,6;5,1;16,721
108;5,1;16,721
139,2;5,1;16,721
295,1;5,1;16,721
287,5;5,1;16,721
416,1;5,1;16,721
295,1;5,1;16,721
547,2;5,1;16,721
456,9;5,1;16,721
547,2;5,1;16,721
156,9;5,1;16,721
191,1;5,1;16,721
137,2;5,1;16,721
158,7;5,1;16,721
175;5,1;16,721
175;5,1;16,721
456,9;5,1;16,721
353,8;5,1;16,721
99,7;5,1;16,721
99,7;5,1;16,721
99,7;5,1;16,721
102,6;5,1;16,721
73,5;5,1;16,721
102,4;5,1;16,721
170;5,1;16,721
314,7;5,1;16,721
281,5;5,1;16,721
314,7;5,1;16,721
281,5;5,1;16,721
295,1;5,1;16,721
274,4;5,1;16,721
275,1;5,1;16,721
220,4;5,1;16,721
368;5,1;16,721
368;5,1;16,721
368;5,1;16,721
368;5,1;16,721
286,2;5,1;16,721
296,8;5,1;16,721
416,1;5,1;16,721
416,1;5,1;16,721
364,1;5,1;16,721
364,1;5,1;16,721
364,1;5,1;16,721
364,1;5,1;16,721
361,4;5,1;16,721
220,4;5,1;16,721
220,4;5,1;16,721
171,1;5,1;16,721
171,1;5,1;16,721
171,1;5,1;16,721
171,1;5,1;16,721
220,4;5,1;16,721
171,1;5,1;16,721
364,6;5,1;16,721
364,6;5,1;16,721
429,7;5,1;16,721
429,7;5,1;16,721
429,7;5,1;16,721
405,3;5,1;16,721
405,3;5,1;16,721
405,3;5,1;16,721
380,5;5,1;16,721
403,7;5,1;16,721
547,2;5,1;16,721
601,2;5,1;16,721
601,2;5,1;16,721
547,2;5,1;16,721
547,2;5,1;16,721
601,2;5,1;16,721
601,2;5,1;16,721
601,2;5,1;16,721
105,3;5,1;16,721
364,6;5,1;16,721
70;5,1;16,721
212,6;5,1;16,721
217,5;5,1;16,721
364,6;5,1;16,721
133,8;5,1;16,721
89,1;5,1;16,721
429,7;5,1;16,721
429,7;5,1;16,721
368,4;5,1;16,721
108;5,1;16,721
216,2;5,1;16,721
125,6;5,1;16,721
133,8;5,1;16,721
295,1;5,1;16,721
114,8;5,1;16,721
154,6;5,1;16,721
183,9;5,1;16,721
416,1;5,1;16,721
304,8;5,1;16,721
220,4;5,1;16,721
368,4;5,1;16,721
260,9;5,1;16,721
304,8;5,1;16,721
133,8;5,1;16,721
102,6;5,1;16,721
142,5;5,1;16,721
73,5;5,1;16,721
304,8;5,1;16,721
45;5,1;16,721
302,3;5,1;16,721
303,9;5,1;16,721
302,3;5,1;16,721
327,6;5,1;16,721
258,6;5,1;16,721
158,7;5,1;16,721
44,9;5,1;16,721
403,7;5,1;16,721
403,7;5,1;16,721
434,4;5,1;16,721
434,4;5,1;16,721
89,1;5,1;16,721
70;5,1;16,721
83,8;5,1;16,721
133,8;5,1;16,721
45;5,1;16,721
75,6;5,1;16,721
364,1;5,1;16,721
519,3;5,1;16,721
254,9;5,1;16,721
137,2;5,1;16,721
353,8;5,1;16,721
13,3;5,1;16,721
65,4;5,1;16,721
78,8;5,1;16,721
220,4;5,1;16,721
48,7;4,04;3,275
113,9;4,04;3,275
4,7;4,04;3,275
1,7;4,04;3,275
9,6;4,04;3,275
0,8;4,04;3,275
8,5;4,04;3,275
8,5;4,04;3,275
0,8;4,04;3,275
0,8;4,04;3,275
158,9;3,28;8,781
234;3,28;8,781
243,3;3,28;8,781
243,3;3,28;8,781
205,8;3,28;8,781
205,8;3,28;8,781
205,8;3,28;8,781
205,8;3,28;8,781
205,8;3,28;8,781
100,8;3,28;8,781
166,6;3,28;8,781
158,9;3,28;8,781
166,6;3,28;8,781
172,5;3,28;8,781
140,9;3,28;8,781
169,3;3,28;8,781
156,5;3,28;8,781
160,4;3,28;8,781
111;3,28;8,781
134;3,28;8,781
27,8;3,28;8,781
18,1;3,28;8,781
158,9;3,28;8,781
71,8;3,28;8,781
205,8;3,28;8,781
211,2;3,28;8,781
166,6;3,28;8,781
88,9;3,28;8,781
140,9;3,28;8,781
120,3;3,28;8,781
146,4;3,28;8,781
130,6;3,28;8,781
134;3,28;8,781
154,8;7,24;69,406
208,9;7,24;69,406
180,7;7,24;69,406
208,9;7,24;69,406
21,8;7,24;69,406
259,7;7,24;69,406
251,7;7,24;69,406
158,9;7,24;69,406
213,5;7,24;69,406
236,1;7,24;69,406
184,7;7,24;69,406
280;7,24;69,406
106;7,24;69,406
401,7;7,24;69,406
143,3;7,24;69,406
305;7,24;69,406
510,3;7,24;69,406
115,8;7,24;69,406
510,3;7,24;69,406
273,7;7,24;69,406
193,6;7,24;69,406
188,5;7,24;69,406
358,4;7,24;69,406
188,5;7,24;69,406
405;7,24;69,406
358,4;7,24;69,406
202,4;7,24;69,406
405;7,24;69,406
137,4;7,24;69,406
401,7;7,24;69,406
199;7,24;69,406
510,3;7,24;69,406
264,9;7,24;69,406
405;7,24;69,406
259,7;7,24;69,406
69,4;7,24;69,406
478,1;7,24;69,406
200,4;7,24;69,406
259,7;7,24;69,406
264,9;7,24;69,406
236,1;7,24;69,406
331,7;7,24;69,406
273,1;7,24;69,406
200,4;7,24;69,406
264,9;7,24;69,406
510,3;7,24;69,406
264,9;7,24;69,406
341;7,24;69,406
54,3;7,24;69,406
116,2;7,24;69,406
167,2;7,24;69,406
95,3;7,24;69,406
96,7;7,24;69,406
398,7;7,24;69,406
401,7;7,24;69,406
116,2;7,24;69,406
510,3;7,24;69,406
208,9;7,24;69,406
69;7,24;69,406
40,9;7,24;69,406
264,9;7,24;69,406
398,7;7,24;69,406
398,7;7,24;69,406
393,1;7,24;69,406
433,4;7,24;69,406
405;7,24;69,406
314;7,24;69,406
352;7,24;69,406
352;7,24;69,406
510,3;7,24;69,406
433,4;7,24;69,406
510,3;7,24;69,406
398,7;7,24;69,406
510,3;7,24;69,406
433,4;7,24;69,406
76,3;7,24;69,406
510,3;7,24;69,406
95,3;7,24;69,406
341;7,24;69,406
95,3;7,24;69,406
510,3;7,24;69,406
235,6;7,24;69,406
236,1;7,24;69,406
273,1;7,24;69,406
208,9;7,24;69,406
401,7;7,24;69,406
208,6;7,24;69,406
208,6;7,24;69,406
236,6;7,24;69,406
401,7;7,24;69,406
447,6;7,24;69,406
358,4;7,24;69,406
241,9;7,24;69,406
341;7,24;69,406
79,2;7,24;69,406
79,2;7,24;69,406
78,8;7,24;69,406
200,9;7,24;69,406
103,4;7,24;69,406
167,5;7,24;69,406
167,3;7,24;69,406
149,5;7,24;69,406
78,6;7,24;69,406
78,6;7,24;69,406
167,5;7,24;69,406
103,4;7,24;69,406
149,5;7,24;69,406
352;7,24;69,406
341;7,24;69,406
366,4;7,24;69,406
227,3;7,24;69,406
341;7,24;69,406
314;7,24;69,406
264,9;7,24;69,406
264;7,24;69,406
433,4;7,24;69,406
179,2;4,78;60,633
220,7;4,78;60,633
390,9;4,78;60,633
513,7;4,78;60,633
390,9;4,78;60,633
621,6;4,78;60,633
390,9;4,78;60,633
377,5;4,78;60,633
504,5;4,78;60,633
504,5;4,78;60,633
430,5;4,78;60,633
513,7;4,78;60,633
467,5;4,78;60,633
430,5;4,78;60,633
377,5;4,78;60,633
390,9;4,78;60,633
377,5;4,78;60,633
390,9;4,78;60,633
430,5;4,78;60,633
430,5;4,78;60,633
430,5;4,78;60,633
376,7;4,78;60,633
430,5;4,78;60,633
541,8;4,78;60,633
377,5;4,78;60,633
541,8;4,78;60,633
430,5;4,78;60,633
387,6;4,78;60,633
390,9;4,78;60,633
179,2;4,78;60,633
142,1;4,78;60,633
151,9;4,78;60,633
179,2;4,78;60,633
467,5;4,78;60,633
513,7;4,78;60,633
68,1;4,78;60,633
179,2;4,78;60,633
179,2;4,78;60,633
376,7;4,78;60,633
295,7;4,78;60,633
220,7;4,78;60,633
533,3;4,78;60,633
513,7;4,78;60,633
390,9;4,78;60,633
390,9;4,78;60,633
513,7;4,78;60,633
179,2;4,78;60,633
533,3;4,78;60,633
377,5;4,78;60,633
180,7;4,78;60,633
418,3;4,78;60,633
380,8;4,78;60,633
151,9;4,78;60,633
220,7;4,78;60,633
447,8;4,78;60,633
74;4,78;60,633
151,9;4,78;60,633
447,8;4,78;60,633
151,9;4,78;60,633
390,9;4,78;60,633
380,8;4,78;60,633
320,5;4,78;60,633
390,9;4,78;60,633
377,5;4,78;60,633
447,8;4,78;60,633
220,7;4,78;60,633
387,6;4,78;60,633
384,1;4,78;60,633
382;4,78;60,633
382;4,78;60,633
447,8;4,78;60,633
502,8;4,78;60,633
382;4,78;60,633
430,5;4,78;60,633
320,7;4,78;60,633
390,9;4,78;60,633
430,5;4,78;60,633
390,9;4,78;60,633
377,5;4,78;60,633
380,8;4,78;60,633
74;4,78;60,633
68,1;4,78;60,633
74;4,78;60,633
74;4,78;60,633
151,9;4,78;60,633
74;4,78;60,633
179,2;4,78;60,633
68,1;4,78;60,633
151,9;4,78;60,633
151,9;4,78;60,633
502,8;4,78;60,633
179,2;4,78;60,633
447,8;4,78;60,633
377,5;4,78;60,633
533,3;4,78;60,633
179,2;4,78;60,633
179,2;4,78;60,633
179,2;4,78;60,633
74;4,78;60,633
351,8;3,2;16,681
140,3;3,2;16,681
351,8;3,2;16,681
189,1;3,2;16,681
351,8;3,2;16,681
447,4;3,2;16,681
360,8;3,2;16,681
137,8;3,2;16,681
218,5;3,2;16,681
475,7;3,2;16,681
121,7;3,2;16,681
416,1;3,2;16,681
351,8;3,2;16,681
167,3;3,2;16,681
181;3,2;16,681
339,6;3,2;16,681
435,7;3,2;16,681
293,7;3,2;16,681
548,8;3,2;16,681
334,7;3,2;16,681
61,1;3,2;16,681
121,8;3,2;16,681
435,7;3,2;16,681
68,9;3,2;16,681
189,1;3,2;16,681
293,7;3,2;16,681
322,7;3,2;16,681
447,4;3,2;16,681
414,4;3,2;16,681
351,8;3,2;16,681
386;3,2;16,681
497,8;3,2;16,681
53,8;3,2;16,681
44,5;3,2;16,681
357,7;3,2;16,681
142;3,2;16,681
357,7;3,2;16,681
340,9;3,2;16,681
230;3,2;16,681
449,1;3,2;16,681
340,9;3,2;16,681
142;3,2;16,681
70,9;3,2;16,681
124,9;3,2;16,681
126,7;3,2;16,681
121,8;3,2;16,681
39,4;3,2;16,681
124,9;3,2;16,681
475,7;3,2;16,681
360,8;3,2;16,681
449,1;3,2;16,681
386;3,2;16,681
449,1;3,2;16,681
386;3,2;16,681
471,1;3,2;16,681
497,8;3,2;16,681
497,8;3,2;16,681
500;3,2;16,681
497,8;3,2;16,681
497,8;3,2;16,681
475,7;3,2;16,681
124,9;3,2;16,681
198,8;3,2;16,681
475,7;3,2;16,681
422,1;3,2;16,681
422,1;3,2;16,681
548,8;3,2;16,681
457,6;3,2;16,681
142;3,2;16,681
142;3,2;16,681
124,9;3,2;16,681
178,8;3,2;16,681
548,8;3,2;16,681
566,1;3,2;16,681
548,8;3,2;16,681
548,8;3,2;16,681
178,8;3,2;16,681
177,6;3,2;16,681
548,8;3,2;16,681
340,9;3,2;16,681
535,8;3,2;16,681
535,8;3,2;16,681
178,8;3,2;16,681
548,8;3,2;16,681
293,7;3,2;16,681
340,9;3,2;16,681
548,8;3,2;16,681
173;3,2;16,681
500;3,2;16,681
449,1;3,2;16,681
142;3,2;16,681
235,1;3,2;16,681
351,8;3,2;16,681
193,6;3,2;16,681
351,8;3,2;16,681
497,8;3,2;16,681
70;3,2;16,681
422,1;3,2;16,681
422,1;3,2;16,681
422,1;3,2;16,681
535,8;3,2;16,681
178,8;3,2;16,681
105,9;3,2;16,681
433,4;3,2;16,681
386;3,2;16,681
357,7;3,2;16,681
386;3,2;16,681
447,4;3,2;16,681
447,4;3,2;16,681
386;3,2;16,681
5,5;3,2;16,681
242;3,2;16,681
235,1;3,2;16,681
235,1;3,2;16,681
416,1;3,2;16,681
351,8;3,2;16,681
351,8;3,2;16,681
383,5;3,2;16,681
334,7;3,2;16,681
275,7;3,2;16,681
121,8;3,2;16,681
115,7;3,2;16,681
89,6;3,2;16,681
108,5;3,2;16,681
372,7;3,2;16,681
168,8;3,2;16,681
184,8;3,2;16,681
177,6;3,2;16,681
192,2;3,2;16,681
386;3,2;16,681
449,1;3,2;16,681
457,3;3,2;16,681
386;3,2;16,681
497,8;3,2;16,681
457,6;3,2;16,681
497,8;3,2;16,681
148,9;3,2;16,681
102,7;3,2;16,681
105,1;3,2;16,681
121,8;3,2;16,681
121,7;3,2;16,681
121,7;3,2;16,681
457,6;3,2;16,681
414,4;3,2;16,681
119,9;3,2;16,681
119,9;3,2;16,681
119,9;3,2;16,681
118,6;3,2;16,681
102,9;3,2;16,681
115,6;3,2;16,681
101;3,2;16,681
340,9;3,2;16,681
250;3,2;16,681
340,9;3,2;16,681
250;3,2;16,681
386;3,2;16,681
304,1;3,2;16,681
275,7;3,2;16,681
81;3,2;16,681
290;3,2;16,681
290;3,2;16,681
290;3,2;16,681
290;3,2;16,681
178,2;3,2;16,681
101,9;3,2;16,681
457,3;3,2;16,681
457,3;3,2;16,681
447,4;3,2;16,681
447,4;3,2;16,681
447,4;3,2;16,681
447,4;3,2;16,681
433,4;3,2;16,681
81;3,2;16,681
81;3,2;16,681
100,4;3,2;16,681
100,4;3,2;16,681
100,4;3,2;16,681
100,4;3,2;16,681
81;3,2;16,681
100,4;3,2;16,681
422,1;3,2;16,681
422,1;3,2;16,681
475,7;3,2;16,681
475,7;3,2;16,681
475,7;3,2;16,681
504,8;3,2;16,681
504,8;3,2;16,681
504,8;3,2;16,681
475,4;3,2;16,681
418,4;3,2;16,681
497,8;3,2;16,681
566,1;3,2;16,681
566,1;3,2;16,681
497,8;3,2;16,681
497,8;3,2;16,681
566,1;3,2;16,681
566,1;3,2;16,681
566,1;3,2;16,681
114,1;3,2;16,681
422,1;3,2;16,681
138,5;3,2;16,681
81,7;3,2;16,681
80;3,2;16,681
422,1;3,2;16,681
112,4;3,2;16,681
181,1;3,2;16,681
475,7;3,2;16,681
475,7;3,2;16,681
322,7;3,2;16,681
177,6;3,2;16,681
173;3,2;16,681
119,2;3,2;16,681
112,4;3,2;16,681
386;3,2;16,681
168,8;3,2;16,681
184,8;3,2;16,681
108,5;3,2;16,681
457,3;3,2;16,681
189,1;3,2;16,681
81;3,2;16,681
322,7;3,2;16,681
339,6;3,2;16,681
189,1;3,2;16,681
112,4;3,2;16,681
118,6;3,2;16,681
143,2;3,2;16,681
102,9;3,2;16,681
189,1;3,2;16,681
70,9;3,2;16,681
235,1;3,2;16,681
132,2;3,2;16,681
235,1;3,2;16,681
351,8;3,2;16,681
